sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class
1373,636,928,808,1164,1618,1738,1782,1767,1557,1211, FSD
1374,625,843,730,1097,1573,1657,1744,1698,1495,1119, FSD
1375,645,867,732,1097,1573,1657,1688,1698,1495,1119, FSD
1376,653,828,720,1069,1582,1711,1764,1704,1442,1032, FSD
1377,596,857,661,1204,1986,2231,2484,2276,1660,1212, FSD
1378,596,857,661,1204,1986,2231,2484,2276,1660,1212, FSD
1379,653,872,726,1270,1672,1771,1796,1799,1667,1342, FSD
1380,699,969,879,1272,1731,1883,1852,1886,1650,1312, FSD
1381,611,860,761,1069,1582,1711,1716,1704,1442,1032, FSD
1382,653,872,726,1270,1672,1771,1796,1799,1667,1342, FSD
1383,706,956,865,1257,1639,1787,1868,1795,1586,1256, FSD
1384,619,864,666,1270,1672,1771,1766,1799,1667,1342, FSD
1385,670,905,814,1176,1627,1755,1820,1806,1521,1158, FSD
1386,653,828,720,1069,1582,1711,1764,1704,1442,1032, FSD
1387,589,835,722,1047,1639,1796,1904,1895,1415,1011, FSD
1388,589,835,722,1047,1639,1796,1904,1895,1415,1011, FSD
1389,622,797,694,1069,1582,1711,1694,1704,1442,1032, FSD
1390,730,946,963,1204,1986,2231,1970,2276,1660,1212, FSD
1391,584,834,732,1047,1639,1796,1970,1895,1415,1011, FSD
1392,628,824,742,1196,1730,1817,1740,1790,1650,1310, FSD
1393,730,946,963,1204,1986,2231,1970,2276,1660,1212, FSD
1394,645,867,732,1097,1573,1657,1688,1698,1495,1119, FSD
1395,612,872,717,1196,1730,1817,1722,1790,1650,1310, FSD
1396,645,867,732,1097,1573,1657,1688,1698,1495,1119, FSD
1397,634,851,747,1097,1573,1657,1740,1698,1495,1119, FSD
1398,742,993,950,1231,1618,1739,1808,1718,1584,1253, FSD
1399,695,985,870,1196,1730,1817,1904,1790,1650,1310, FSD
1400,662,864,760,1206,1735,1853,1870,1815,1587,1194, FSD
1401,636,928,808,1164,1618,1738,1782,1767,1557,1211, FSD
1402,662,896,826,1206,1735,1853,1920,1815,1587,1194, FSD
1403,636,928,808,1164,1618,1738,1782,1767,1557,1211, FSD
1404,662,896,826,1206,1735,1853,1920,1815,1587,1194, FSD
1405,730,946,963,1204,1986,2231,1970,2276,1660,1212, FSD
1406,706,956,865,1257,1639,1787,1868,1795,1586,1256, FSD
1407,612,872,717,1196,1730,1817,1722,1790,1650,1310, FSD
1408,694,905,863,1176,1627,1755,1866,1806,1521,1158, FSD
1409,647,877,725,1164,1618,1738,1758,1767,1557,1211, FSD
1410,611,860,761,1069,1582,1711,1716,1704,1442,1032, FSD
1411,671,874,783,1206,1735,1853,1858,1815,1587,1194, FSD
1412,637,837,745,1164,1618,1738,1722,1767,1557,1211, FSD
1413,589,835,722,1047,1639,1796,1904,1895,1415,1011, FSD
1414,781,963,893,1204,1986,2231,2450,2276,1660,1212, FSD
1415,731,899,866,1270,1672,1771,1832,1799,1667,1342, FSD
1416,596,857,661,1204,1986,2231,2484,2276,1660,1212, FSD
1417,627,857,735,1097,1573,1657,1710,1698,1495,1119, FSD
1418,647,877,725,1164,1618,1738,1758,1767,1557,1211, FSD
1419,627,857,735,1097,1573,1657,1710,1698,1495,1119, FSD
1420,584,834,732,1047,1639,1796,1970,1895,1415,1011, FSD
1421,628,824,742,1196,1730,1817,1740,1790,1650,1310, FSD
1422,670,905,814,1176,1627,1755,1820,1806,1521,1158, FSD
1423,645,867,732,1097,1573,1657,1688,1698,1495,1119, FSD
1424,584,834,732,1047,1639,1796,1970,1895,1415,1011, FSD
1425,730,946,963,1204,1986,2231,1970,2276,1660,1212, FSD
1426,671,874,783,1206,1735,1853,1858,1815,1587,1194, FSD
1427,610,876,764,1206,1735,1853,1772,1815,1587,1194, FSD
1428,781,963,893,1204,1986,2231,2450,2276,1660,1212, FSD
1429,596,857,661,1204,1986,2231,2484,2276,1660,1212, FSD
1430,628,824,742,1196,1730,1817,1740,1790,1650,1310, FSD
1431,674,911,787,1164,1618,1738,1792,1767,1557,1211, FSD
1432,781,963,893,1204,1986,2231,2450,2276,1660,1212, FSD
1433,625,843,730,1097,1573,1657,1744,1698,1495,1119, FSD
1434,742,993,950,1231,1618,1739,1808,1718,1584,1253, FSD
1435,610,876,764,1206,1735,1853,1772,1815,1587,1194, FSD
1436,709,969,885,1231,1618,1739,1830,1718,1584,1253, FSD
1437,781,963,893,1204,1986,2231,2450,2276,1660,1212, FSD
1438,610,876,764,1206,1735,1853,1772,1815,1587,1194, FSD
1439,596,857,661,1204,1986,2231,2484,2276,1660,1212, FSD
1440,653,828,720,1069,1582,1711,1764,1704,1442,1032, FSD
1441,973,1088,906,1192,2691,3375,3360,3429,1528,984, galaxy
1442,972,1092,899,1200,2560,3252,3218,3303,1471,975, galaxy
1443,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1444,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1445,1024,1142,948,1300,2640,3291,3344,3404,1629,1142, galaxy
1446,1012,1160,943,1298,2655,3274,3454,3343,1594,1107, galaxy
1447,1023,1114,922,1222,2623,3325,3486,3369,1497,990, galaxy
1448,999,1120,910,1224,2608,3257,3366,3326,1500,978, galaxy
1449,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1450,959,1112,915,1200,2560,3252,3360,3303,1471,975, galaxy
1451,1058,1184,1003,1298,2655,3274,3432,3343,1594,1107, galaxy
1452,1038,1204,1012,1315,2624,3204,3354,3277,1614,1070, galaxy
1453,1007,1118,896,1208,2699,3368,3400,3452,1516,1003, galaxy
1454,1038,1152,917,1208,2699,3368,3514,3452,1516,1003, galaxy
1455,1023,1126,925,1208,2699,3368,3506,3452,1516,1003, galaxy
1456,982,1096,929,1222,2623,3325,3272,3369,1497,990, galaxy
1457,1048,1148,957,1315,2624,3204,3232,3277,1614,1070, galaxy
1458,981,1096,919,1200,2560,3252,3198,3303,1471,975, galaxy
1459,967,1102,893,1208,2699,3368,3334,3452,1516,1003, galaxy
1460,988,1088,865,1178,2573,3246,3348,3333,1437,920, galaxy
1461,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1462,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1463,1024,1064,891,1178,2573,3246,3312,3333,1437,920, galaxy
1464,1012,1160,943,1298,2655,3274,3454,3343,1594,1107, galaxy
1465,1016,1102,915,1224,2608,3257,3252,3326,1500,978, galaxy
1466,1012,1160,943,1298,2655,3274,3454,3343,1594,1107, galaxy
1467,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1468,967,1102,893,1208,2699,3368,3334,3452,1516,1003, galaxy
1469,967,1102,893,1208,2699,3368,3334,3452,1516,1003, galaxy
1470,985,1156,919,1229,2641,3315,3450,3354,1542,997, galaxy
1471,980,1110,891,1259,2760,3430,3582,3507,1562,1033, galaxy
1472,967,1102,893,1208,2699,3368,3334,3452,1516,1003, galaxy
1473,972,1092,899,1200,2560,3252,3218,3303,1471,975, galaxy
1474,1036,1156,936,1259,2760,3430,3544,3507,1562,1033, galaxy
1475,982,1096,929,1222,2623,3325,3272,3369,1497,990, galaxy
1476,1038,1152,917,1208,2699,3368,3514,3452,1516,1003, galaxy
1477,982,1096,929,1222,2623,3325,3272,3369,1497,990, galaxy
1478,1023,1126,925,1208,2699,3368,3506,3452,1516,1003, galaxy
1479,1005,1118,903,1259,2760,3430,3592,3507,1562,1033, galaxy
1480,1013,1160,952,1306,2692,3349,3484,3399,1635,1090, galaxy
1481,1030,1166,968,1229,2641,3315,3238,3354,1542,997, galaxy
1482,1038,1152,917,1208,2699,3368,3514,3452,1516,1003, galaxy
1483,999,1120,910,1224,2608,3257,3366,3326,1500,978, galaxy
1484,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1485,1030,1118,942,1224,2608,3257,3254,3326,1500,978, galaxy
1486,959,1112,915,1200,2560,3252,3360,3303,1471,975, galaxy
1487,1012,1160,943,1298,2655,3274,3454,3343,1594,1107, galaxy
1488,1023,1114,922,1222,2623,3325,3486,3369,1497,990, galaxy
1489,1030,1168,999,1298,2655,3274,3286,3343,1594,1107, galaxy
1490,1013,1160,952,1306,2692,3349,3484,3399,1635,1090, galaxy
1491,1050,1170,922,1306,2692,3349,3462,3399,1635,1090, galaxy
1492,980,1110,891,1259,2760,3430,3582,3507,1562,1033, galaxy
1493,1013,1160,952,1306,2692,3349,3484,3399,1635,1090, galaxy
1494,982,1102,899,1192,2691,3375,3370,3429,1528,984, galaxy
1495,1007,1118,896,1208,2699,3368,3400,3452,1516,1003, galaxy
1496,1024,1064,891,1178,2573,3246,3312,3333,1437,920, galaxy
1497,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1498,1014,1098,891,1222,2623,3325,3296,3369,1497,990, galaxy
1499,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1500,1054,1168,949,1306,2692,3349,3354,3399,1635,1090, galaxy
1501,959,1112,915,1200,2560,3252,3360,3303,1471,975, galaxy
1502,972,1092,899,1200,2560,3252,3218,3303,1471,975, galaxy
1503,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1504,982,1096,929,1222,2623,3325,3272,3369,1497,990, galaxy
1505,959,1112,915,1200,2560,3252,3360,3303,1471,975, galaxy
1506,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1507,999,1120,910,1224,2608,3257,3366,3326,1500,978, galaxy
1508,1036,1156,936,1259,2760,3430,3544,3507,1562,1033, galaxy
1509,985,1156,919,1229,2641,3315,3450,3354,1542,997, galaxy
1510,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1511,1023,1126,925,1208,2699,3368,3506,3452,1516,1003, galaxy
1512,1036,1156,936,1259,2760,3430,3544,3507,1562,1033, galaxy
1513,1024,1142,948,1300,2640,3291,3344,3404,1629,1142, galaxy
1514,1014,1098,891,1222,2623,3325,3296,3369,1497,990, galaxy
1515,1005,1118,903,1259,2760,3430,3592,3507,1562,1033, galaxy
1516,1036,1156,936,1259,2760,3430,3544,3507,1562,1033, galaxy
1517,1005,1118,903,1259,2760,3430,3592,3507,1562,1033, galaxy
1518,985,1156,919,1229,2641,3315,3450,3354,1542,997, galaxy
1519,1036,1156,936,1259,2760,3430,3544,3507,1562,1033, galaxy
1520,1016,1102,915,1224,2608,3257,3252,3326,1500,978, galaxy
1521,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1522,1008,1094,883,1173,2554,3203,3232,3233,1416,905, galaxy
1523,985,1122,933,1219,2607,3267,3182,3289,1519,987, galaxy
1524,1008,1116,931,1200,2560,3252,3482,3303,1471,975, galaxy
1525,982,1096,929,1222,2623,3325,3272,3369,1497,990, galaxy
1526,1038,1204,1012,1315,2624,3204,3354,3277,1614,1070, galaxy
1527,1064,1136,954,1229,2641,3315,3418,3354,1542,997, galaxy
1528,1058,1184,1003,1298,2655,3274,3432,3343,1594,1107, galaxy
1529,1014,1098,891,1222,2623,3325,3296,3369,1497,990, galaxy
1530,1048,1136,968,1224,2608,3257,3200,3326,1500,978, galaxy
1531,990,1064,864,1173,2554,3203,3200,3233,1416,905, galaxy
1532,1064,1136,954,1229,2641,3315,3418,3354,1542,997, galaxy
1533,1030,1166,968,1229,2641,3315,3238,3354,1542,997, galaxy
1534,985,1156,919,1229,2641,3315,3450,3354,1542,997, galaxy
1535,981,1096,919,1200,2560,3252,3198,3303,1471,975, galaxy
1536,1024,1142,948,1300,2640,3291,3344,3404,1629,1142, galaxy
1537,972,1092,899,1200,2560,3252,3218,3303,1471,975, galaxy
1538,1048,1136,968,1224,2608,3257,3200,3326,1500,978, galaxy
1539,1008,1116,931,1200,2560,3252,3482,3303,1471,975, galaxy
1540,1058,1184,1003,1298,2655,3274,3432,3343,1594,1107, galaxy
1541,1023,1114,922,1222,2623,3325,3486,3369,1497,990, galaxy
1542,985,1122,933,1219,2607,3267,3182,3289,1519,987, galaxy
1543,1009,1102,927,1219,2607,3267,3304,3289,1519,987, galaxy
1544,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1545,982,1096,929,1222,2623,3325,3272,3369,1497,990, galaxy
1546,982,1102,899,1192,2691,3375,3370,3429,1528,984, galaxy
1547,1050,1170,922,1306,2692,3349,3462,3399,1635,1090, galaxy
1548,1054,1168,949,1306,2692,3349,3354,3399,1635,1090, galaxy
1549,959,1112,915,1200,2560,3252,3360,3303,1471,975, galaxy
1550,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1551,1008,1116,931,1200,2560,3252,3482,3303,1471,975, galaxy
1552,1016,1102,915,1224,2608,3257,3252,3326,1500,978, galaxy
1553,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1554,1014,1098,891,1222,2623,3325,3296,3369,1497,990, galaxy
1555,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1556,1038,1152,917,1208,2699,3368,3514,3452,1516,1003, galaxy
1557,1030,1140,991,1300,2640,3291,3222,3404,1629,1142, galaxy
1558,972,1092,899,1200,2560,3252,3218,3303,1471,975, galaxy
1559,1008,1116,931,1200,2560,3252,3482,3303,1471,975, galaxy
1560,1005,1118,903,1259,2760,3430,3592,3507,1562,1033, galaxy
1561,1023,1114,922,1222,2623,3325,3486,3369,1497,990, galaxy
1562,1064,1136,954,1229,2641,3315,3418,3354,1542,997, galaxy
1563,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1564,1024,1142,948,1300,2640,3291,3344,3404,1629,1142, galaxy
1565,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1566,1023,1114,922,1222,2623,3325,3486,3369,1497,990, galaxy
1567,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1568,959,1112,915,1200,2560,3252,3360,3303,1471,975, galaxy
1569,982,1096,929,1222,2623,3325,3272,3369,1497,990, galaxy
1570,972,1092,899,1200,2560,3252,3218,3303,1471,975, galaxy
1571,1008,1116,931,1200,2560,3252,3482,3303,1471,975, galaxy
1572,1038,1152,917,1208,2699,3368,3514,3452,1516,1003, galaxy
1573,980,1110,891,1259,2760,3430,3582,3507,1562,1033, galaxy
1574,973,1088,906,1192,2691,3375,3360,3429,1528,984, galaxy
1575,1008,1116,931,1200,2560,3252,3482,3303,1471,975, galaxy
1576,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1577,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1578,1016,1102,915,1224,2608,3257,3252,3326,1500,978, galaxy
1579,1024,1064,891,1178,2573,3246,3312,3333,1437,920, galaxy
1580,985,1156,919,1229,2641,3315,3450,3354,1542,997, galaxy
1581,967,1102,893,1208,2699,3368,3334,3452,1516,1003, galaxy
1582,1016,1102,915,1224,2608,3257,3252,3326,1500,978, galaxy
1583,1005,1118,903,1259,2760,3430,3592,3507,1562,1033, galaxy
1584,1030,1166,968,1229,2641,3315,3238,3354,1542,997, galaxy
1585,999,1120,910,1224,2608,3257,3366,3326,1500,978, galaxy
1586,967,1102,893,1208,2699,3368,3334,3452,1516,1003, galaxy
1587,1013,1160,952,1306,2692,3349,3484,3399,1635,1090, galaxy
1588,1014,1098,891,1222,2623,3325,3296,3369,1497,990, galaxy
1589,1013,1160,952,1306,2692,3349,3484,3399,1635,1090, galaxy
1590,980,1110,891,1259,2760,3430,3582,3507,1562,1033, galaxy
1591,980,1110,891,1259,2760,3430,3582,3507,1562,1033, galaxy
1592,1054,1156,956,1315,2624,3204,3378,3277,1614,1070, galaxy
1593,1058,1184,1003,1298,2655,3274,3432,3343,1594,1107, galaxy
1594,1013,1160,952,1306,2692,3349,3484,3399,1635,1090, galaxy
1595,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1596,1038,1204,1012,1315,2624,3204,3354,3277,1614,1070, galaxy
1597,990,1064,864,1173,2554,3203,3200,3233,1416,905, galaxy
1598,1024,1142,948,1300,2640,3291,3344,3404,1629,1142, galaxy
1599,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1600,1024,1142,948,1300,2640,3291,3344,3404,1629,1142, galaxy
1601,1038,1152,917,1208,2699,3368,3514,3452,1516,1003, galaxy
1602,980,1110,891,1259,2760,3430,3582,3507,1562,1033, galaxy
1603,999,1120,910,1224,2608,3257,3366,3326,1500,978, galaxy
1604,1012,1160,943,1298,2655,3274,3454,3343,1594,1107, galaxy
1605,1008,1116,931,1200,2560,3252,3482,3303,1471,975, galaxy
1606,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1607,985,1122,933,1219,2607,3267,3182,3289,1519,987, galaxy
1608,1012,1160,943,1298,2655,3274,3454,3343,1594,1107, galaxy
1609,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1610,1050,1170,922,1306,2692,3349,3462,3399,1635,1090, galaxy
1611,1007,1118,896,1208,2699,3368,3400,3452,1516,1003, galaxy
1612,981,1096,919,1200,2560,3252,3198,3303,1471,975, galaxy
1613,1030,1160,959,1298,2655,3274,3474,3343,1594,1107, galaxy
1614,1030,1140,991,1300,2640,3291,3222,3404,1629,1142, galaxy
1615,1048,1182,1012,1315,2624,3204,3240,3277,1614,1070, galaxy
1616,1024,1142,948,1300,2640,3291,3344,3404,1629,1142, galaxy
1617,1012,1160,943,1298,2655,3274,3454,3343,1594,1107, galaxy
1618,959,1112,915,1200,2560,3252,3360,3303,1471,975, galaxy
1619,1009,1102,927,1219,2607,3267,3304,3289,1519,987, galaxy
1620,1048,1136,968,1224,2608,3257,3200,3326,1500,978, galaxy
1621,987,1118,910,1222,2623,3325,3448,3369,1497,990, galaxy
1622,325,530,362,720,2442,3336,4025,3465,1200,674, galaxy
1623,348,550,427,696,2178,2974,3144,3152,1177,686, galaxy
1624,350,520,402,705,2251,3025,3323,3174,1145,685, galaxy
1625,331,535,402,717,2444,3436,3320,3579,1193,691, galaxy
1626,325,482,420,770,2131,2809,3032,2930,1251,795, galaxy
1627,378,569,387,685,2464,3465,3847,3632,1229,679, galaxy
1628,361,538,378,685,2464,3465,3310,3632,1229,679, galaxy
1629,329,502,389,704,2101,2800,3060,2952,1127,670, galaxy
1630,331,522,420,828,2151,2866,3084,3008,1296,907, galaxy
1631,337,514,361,703,2628,3589,4124,3718,1261,678, galaxy
1632,331,535,402,717,2444,3436,3320,3579,1193,691, galaxy
1633,380,549,411,901,2404,3144,3326,3376,1399,963, galaxy
1634,259,507,361,705,2251,3025,3100,3174,1145,685, galaxy
1635,325,539,371,921,2578,3536,4074,3672,1526,972, galaxy
1636,360,543,392,901,2404,3144,3748,3376,1399,963, galaxy
1637,315,504,359,705,2251,3025,3177,3174,1145,685, galaxy
1638,358,536,415,696,2178,2974,2984,3152,1177,686, galaxy
1639,259,507,361,705,2251,3025,3100,3174,1145,685, galaxy
1640,341,523,361,717,2444,3436,3812,3579,1193,691, galaxy
1641,431,627,579,901,2404,3144,3095,3376,1399,963, galaxy
1642,410,604,512,770,2131,2809,2910,2930,1251,795, galaxy
1643,378,569,387,685,2464,3465,3847,3632,1229,679, galaxy
1644,361,538,378,685,2464,3465,3310,3632,1229,679, galaxy
1645,347,528,375,685,2464,3465,3294,3632,1229,679, galaxy
1646,336,514,387,705,2251,3025,3220,3174,1145,685, galaxy
1647,325,482,420,770,2131,2809,3032,2930,1251,795, galaxy
1648,343,536,385,717,2444,3436,3538,3579,1193,691, galaxy
1649,356,537,351,685,2464,3465,3872,3632,1229,679, galaxy
1650,313,473,353,655,2492,3577,3758,3743,1239,696, galaxy
1651,259,507,361,705,2251,3025,3100,3174,1145,685, galaxy
1652,361,560,451,770,2131,2809,2922,2930,1251,795, galaxy
1653,325,474,363,655,2492,3577,3665,3743,1239,696, galaxy
1654,360,543,392,901,2404,3144,3748,3376,1399,963, galaxy
1655,348,550,427,696,2178,2974,3144,3152,1177,686, galaxy
1656,360,543,392,901,2404,3144,3748,3376,1399,963, galaxy
1657,361,560,451,770,2131,2809,2922,2930,1251,795, galaxy
1658,356,537,351,685,2464,3465,3872,3632,1229,679, galaxy
1659,356,537,351,685,2464,3465,3872,3632,1229,679, galaxy
1660,352,527,401,704,2101,2800,2972,2952,1127,670, galaxy
1661,308,478,365,680,2143,2971,3118,3063,1136,666, galaxy
1662,356,537,351,685,2464,3465,3872,3632,1229,679, galaxy
1663,331,535,402,717,2444,3436,3320,3579,1193,691, galaxy
1664,325,490,372,680,2143,2971,3116,3063,1136,666, galaxy
1665,336,514,387,705,2251,3025,3220,3174,1145,685, galaxy
1666,361,538,378,685,2464,3465,3310,3632,1229,679, galaxy
1667,336,514,387,705,2251,3025,3220,3174,1145,685, galaxy
1668,347,528,375,685,2464,3465,3294,3632,1229,679, galaxy
1669,323,502,366,680,2143,2971,3226,3063,1136,666, galaxy
1670,365,538,420,828,2151,2866,3166,3008,1296,907, galaxy
1671,303,509,381,704,2101,2800,2984,2952,1127,670, galaxy
1672,361,538,378,685,2464,3465,3310,3632,1229,679, galaxy
1673,358,536,415,696,2178,2974,2984,3152,1177,686, galaxy
1674,380,549,411,901,2404,3144,3326,3376,1399,963, galaxy
1675,326,516,436,696,2178,2974,3248,3152,1177,686, galaxy
1676,341,523,361,717,2444,3436,3812,3579,1193,691, galaxy
1677,360,543,392,901,2404,3144,3748,3376,1399,963, galaxy
1678,315,504,359,705,2251,3025,3177,3174,1145,685, galaxy
1679,430,586,563,901,2404,3144,3498,3376,1399,963, galaxy
1680,365,538,420,828,2151,2866,3166,3008,1296,907, galaxy
1681,331,522,420,828,2151,2866,3084,3008,1296,907, galaxy
1682,308,478,365,680,2143,2971,3118,3063,1136,666, galaxy
1683,365,538,420,828,2151,2866,3166,3008,1296,907, galaxy
1684,355,529,359,703,2628,3589,4128,3718,1261,678, galaxy
1685,378,569,387,685,2464,3465,3847,3632,1229,679, galaxy
1686,325,474,363,655,2492,3577,3665,3743,1239,696, galaxy
1687,361,560,451,770,2131,2809,2922,2930,1251,795, galaxy
1688,350,520,402,705,2251,3025,3323,3174,1145,685, galaxy
1689,380,549,411,901,2404,3144,3326,3376,1399,963, galaxy
1690,357,577,501,828,2151,2866,2962,3008,1296,907, galaxy
1691,341,523,361,717,2444,3436,3812,3579,1193,691, galaxy
1692,331,535,402,717,2444,3436,3320,3579,1193,691, galaxy
1693,380,549,411,901,2404,3144,3326,3376,1399,963, galaxy
1694,336,514,387,705,2251,3025,3220,3174,1145,685, galaxy
1695,341,523,361,717,2444,3436,3812,3579,1193,691, galaxy
1696,259,507,361,705,2251,3025,3100,3174,1145,685, galaxy
1697,358,536,415,696,2178,2974,2984,3152,1177,686, galaxy
1698,325,490,372,680,2143,2971,3116,3063,1136,666, galaxy
1699,352,527,401,704,2101,2800,2972,2952,1127,670, galaxy
1700,361,560,451,770,2131,2809,2922,2930,1251,795, galaxy
1701,347,528,375,685,2464,3465,3294,3632,1229,679, galaxy
1702,325,490,372,680,2143,2971,3116,3063,1136,666, galaxy
1703,325,539,371,921,2578,3536,4074,3672,1526,972, galaxy
1704,350,520,402,705,2251,3025,3323,3174,1145,685, galaxy
1705,323,502,366,680,2143,2971,3226,3063,1136,666, galaxy
1706,325,490,372,680,2143,2971,3116,3063,1136,666, galaxy
1707,323,502,366,680,2143,2971,3226,3063,1136,666, galaxy
1708,352,527,401,704,2101,2800,2972,2952,1127,670, galaxy
1709,325,490,372,680,2143,2971,3116,3063,1136,666, galaxy
1710,348,550,427,696,2178,2974,3144,3152,1177,686, galaxy
1711,361,560,451,770,2131,2809,2922,2930,1251,795, galaxy
1712,541,847,794,1129,1901,2085,1950,2109,1431,1024, galaxy
1713,435,767,603,1094,2169,2393,2530,2426,1408,951, galaxy
1714,413,709,503,1022,2268,2521,2637,2626,1376,869, galaxy
1715,426,768,561,1106,2064,2170,2466,2210,1465,1015, galaxy
1716,454,763,498,1128,2117,2293,2450,2340,1477,989, galaxy
1717,502,836,742,1047,1974,2095,2117,2152,1365,943, galaxy
1718,451,771,523,1047,1974,2095,2482,2152,1365,943, galaxy
1719,472,763,509,1033,2297,2596,2520,2504,1342,805, galaxy
1720,419,698,462,1176,2140,2327,2632,2376,1650,1144, galaxy
1721,566,865,827,1117,1914,2147,1960,2190,1405,963, galaxy
1722,426,768,561,1106,2064,2170,2466,2210,1465,1015, galaxy
1723,451,747,497,1289,2012,2179,2444,2181,1763,1388, galaxy
1724,391,702,412,1022,2268,2521,2827,2626,1376,869, galaxy
1725,574,875,851,1333,2001,2179,1856,2196,1770,1460, galaxy
1726,499,829,750,1289,2012,2179,2078,2181,1763,1388, galaxy
1727,412,693,440,1022,2268,2521,2730,2626,1376,869, galaxy
1728,437,720,490,1094,2169,2393,2684,2426,1408,951, galaxy
1729,391,702,412,1022,2268,2521,2827,2626,1376,869, galaxy
1730,575,813,750,1106,2064,2170,2115,2210,1465,1015, galaxy
1731,656,954,952,1289,2012,2179,2417,2181,1763,1388, galaxy
1732,550,829,724,1128,2117,2293,2329,2340,1477,989, galaxy
1733,502,836,742,1047,1974,2095,2117,2152,1365,943, galaxy
1734,451,771,523,1047,1974,2095,2482,2152,1365,943, galaxy
1735,430,747,493,1047,1974,2095,2574,2152,1365,943, galaxy
1736,404,693,512,1022,2268,2521,2740,2626,1376,869, galaxy
1737,454,763,498,1128,2117,2293,2450,2340,1477,989, galaxy
1738,570,886,822,1106,2064,2170,2142,2210,1465,1015, galaxy
1739,535,838,729,1047,1974,2095,2088,2152,1365,943, galaxy
1740,665,941,944,1350,1853,1961,2037,2008,1653,1343, galaxy
1741,391,702,412,1022,2268,2521,2827,2626,1376,869, galaxy
1742,415,758,512,1128,2117,2293,2480,2340,1477,989, galaxy
1743,633,1002,972,1350,1853,1961,2171,2008,1653,1343, galaxy
1744,499,829,750,1289,2012,2179,2078,2181,1763,1388, galaxy
1745,435,767,603,1094,2169,2393,2530,2426,1408,951, galaxy
1746,499,829,750,1289,2012,2179,2078,2181,1763,1388, galaxy
1747,415,758,512,1128,2117,2293,2480,2340,1477,989, galaxy
1748,535,838,729,1047,1974,2095,2088,2152,1365,943, galaxy
1749,535,838,729,1047,1974,2095,2088,2152,1365,943, galaxy
1750,435,731,492,1033,2297,2596,2586,2504,1342,805, galaxy
1751,393,697,433,941,2310,2592,2708,2534,1286,790, galaxy
1752,535,838,729,1047,1974,2095,2088,2152,1365,943, galaxy
1753,426,768,561,1106,2064,2170,2466,2210,1465,1015, galaxy
1754,425,730,434,941,2310,2592,2633,2534,1286,790, galaxy
1755,404,693,512,1022,2268,2521,2740,2626,1376,869, galaxy
1756,451,771,523,1047,1974,2095,2482,2152,1365,943, galaxy
1757,404,693,512,1022,2268,2521,2740,2626,1376,869, galaxy
1758,430,747,493,1047,1974,2095,2574,2152,1365,943, galaxy
1759,436,712,454,941,2310,2592,2647,2534,1286,790, galaxy
1760,437,706,492,1176,2140,2327,2520,2376,1650,1144, galaxy
1761,433,735,520,1033,2297,2596,2510,2504,1342,805, galaxy
1762,451,771,523,1047,1974,2095,2482,2152,1365,943, galaxy
1763,437,720,490,1094,2169,2393,2684,2426,1408,951, galaxy
1764,451,747,497,1289,2012,2179,2444,2181,1763,1388, galaxy
1765,528,807,637,1094,2169,2393,2386,2426,1408,951, galaxy
1766,575,813,750,1106,2064,2170,2115,2210,1465,1015, galaxy
1767,499,829,750,1289,2012,2179,2078,2181,1763,1388, galaxy
1768,412,693,440,1022,2268,2521,2730,2626,1376,869, galaxy
1769,778,1048,1108,1289,2012,2179,2222,2181,1763,1388, galaxy
1770,437,706,492,1176,2140,2327,2520,2376,1650,1144, galaxy
1771,419,698,462,1176,2140,2327,2632,2376,1650,1144, galaxy
1772,393,697,433,941,2310,2592,2708,2534,1286,790, galaxy
1773,437,706,492,1176,2140,2327,2520,2376,1650,1144, galaxy
