sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class
10879,565,786,957,1207,1356,1475,1540,1515,1770,1559, sattar
10880,583,802,881,1186,1400,1547,1570,1612,1792,1556, sattar
10881,537,792,981,1325,1454,1615,1686,1711,2026,1890, sattar
10882,578,805,948,1207,1356,1475,1498,1515,1770,1559, sattar
10883,564,785,963,1469,1670,1796,1676,1876,2086,1833, sattar
10884,555,781,938,1163,1355,1503,1586,1627,1804,1530, sattar
10885,555,789,932,1156,1344,1436,1550,1516,1749,1527, sattar
10886,555,781,938,1163,1355,1503,1586,1627,1804,1530, sattar
10887,681,904,1080,1280,1435,1516,1588,1541,1778,1592, sattar
10888,621,835,988,1207,1356,1475,1590,1515,1770,1559, sattar
10889,672,877,1072,1429,1532,1609,1656,1738,2115,2034, sattar
10890,537,792,981,1325,1454,1615,1686,1711,2026,1890, sattar
10891,599,850,1042,1415,1468,1589,1610,1665,2092,1985, sattar
10892,566,816,918,1186,1400,1547,1624,1612,1792,1556, sattar
10893,651,894,1020,1280,1435,1516,1522,1541,1778,1592, sattar
10894,555,781,938,1163,1355,1503,1586,1627,1804,1530, sattar
10895,590,824,987,1415,1468,1589,1540,1665,2092,1985, sattar
10896,515,749,905,1170,1397,1489,1456,1589,1786,1525, sattar
10897,810,1086,1338,1469,1670,1796,2370,1876,2086,1833, sattar
10898,691,1016,1248,1469,1670,1796,2000,1876,2086,1833, sattar
10899,555,781,938,1163,1355,1503,1586,1627,1804,1530, sattar
10900,538,782,959,1163,1355,1503,1606,1627,1804,1530, sattar
10901,515,749,905,1170,1397,1489,1456,1589,1786,1525, sattar
10902,663,890,1066,1429,1532,1609,1564,1738,2115,2034, sattar
10903,565,786,957,1207,1356,1475,1540,1515,1770,1559, sattar
10904,551,761,930,1170,1397,1489,1578,1589,1786,1525, sattar
10905,568,795,968,1163,1355,1503,1586,1627,1804,1530, sattar
10906,555,789,932,1156,1344,1436,1550,1516,1749,1527, sattar
10907,691,1016,1248,1469,1670,1796,2000,1876,2086,1833, sattar
10908,663,890,1066,1429,1532,1609,1564,1738,2115,2034, sattar
10909,583,802,881,1186,1400,1547,1570,1612,1792,1556, sattar
10910,612,780,940,1358,1535,1658,1768,1683,2040,1932, sattar
10911,612,780,940,1358,1535,1658,1768,1683,2040,1932, sattar
10912,566,816,918,1186,1400,1547,1624,1612,1792,1556, sattar
10913,691,1016,1248,1469,1670,1796,2000,1876,2086,1833, sattar
10914,515,749,905,1170,1397,1489,1456,1589,1786,1525, sattar
10915,564,785,963,1469,1670,1796,1676,1876,2086,1833, sattar
10916,565,771,926,1156,1344,1436,1506,1516,1749,1527, sattar
10917,538,782,959,1163,1355,1503,1606,1627,1804,1530, sattar
10918,599,783,935,1393,1477,1601,1586,1672,2123,2047, sattar
10919,551,761,930,1170,1397,1489,1578,1589,1786,1525, sattar
10920,672,877,1072,1429,1532,1609,1656,1738,2115,2034, sattar
10921,621,835,988,1207,1356,1475,1590,1515,1770,1559, sattar
10922,565,786,957,1207,1356,1475,1540,1515,1770,1559, sattar
10923,639,905,1070,1469,1670,1796,1836,1876,2086,1833, sattar
10924,663,890,1066,1429,1532,1609,1564,1738,2115,2034, sattar
10925,498,812,943,1170,1397,1489,1542,1589,1786,1525, sattar
10926,621,835,988,1207,1356,1475,1590,1515,1770,1559, sattar
10927,565,771,926,1156,1344,1436,1506,1516,1749,1527, sattar
10928,637,841,1028,1325,1454,1615,1520,1711,2026,1890, sattar
10929,537,799,902,1358,1535,1658,1906,1683,2040,1932, sattar
10930,565,771,926,1156,1344,1436,1506,1516,1749,1527, sattar
10931,537,799,902,1358,1535,1658,1906,1683,2040,1932, sattar
10932,537,799,902,1358,1535,1658,1906,1683,2040,1932, sattar
10933,538,782,959,1163,1355,1503,1606,1627,1804,1530, sattar
10934,691,1016,1248,1469,1670,1796,2000,1876,2086,1833, sattar
10935,555,789,932,1156,1344,1436,1550,1516,1749,1527, sattar
10936,691,1016,1248,1469,1670,1796,2000,1876,2086,1833, sattar
10937,537,799,902,1358,1535,1658,1906,1683,2040,1932, sattar
10938,599,850,1042,1415,1468,1589,1610,1665,2092,1985, sattar
10939,498,812,943,1170,1397,1489,1542,1589,1786,1525, sattar
10940,564,785,963,1469,1670,1796,1676,1876,2086,1833, sattar
10941,621,835,953,1207,1356,1475,1486,1515,1770,1559, sattar
10942,583,802,881,1186,1400,1547,1570,1612,1792,1556, sattar
10943,599,850,1042,1415,1468,1589,1610,1665,2092,1985, sattar
10944,639,905,1070,1469,1670,1796,1836,1876,2086,1833, sattar
10945,535,803,905,1170,1397,1489,1592,1589,1786,1525, sattar
10946,663,890,1066,1429,1532,1609,1564,1738,2115,2034, sattar
10947,564,785,963,1469,1670,1796,1676,1876,2086,1833, sattar
10948,565,781,937,1156,1344,1436,1436,1516,1749,1527, sattar
10949,551,761,930,1170,1397,1489,1578,1589,1786,1525, sattar
10950,568,795,968,1163,1355,1503,1586,1627,1804,1530, sattar
10951,566,816,918,1186,1400,1547,1624,1612,1792,1556, sattar
10952,566,816,918,1186,1400,1547,1624,1612,1792,1556, sattar
10953,761,963,1196,1576,1716,1867,1846,1985,2333,2209, sattar
10954,583,805,891,1186,1400,1547,1626,1612,1792,1556, sattar
10955,551,761,930,1170,1397,1489,1578,1589,1786,1525, sattar
10956,551,761,930,1170,1397,1489,1578,1589,1786,1525, sattar
10957,515,749,905,1170,1397,1489,1456,1589,1786,1525, sattar
10958,578,805,948,1207,1356,1475,1498,1515,1770,1559, sattar
10959,651,894,1020,1280,1435,1516,1522,1541,1778,1592, sattar
10960,564,785,963,1469,1670,1796,1676,1876,2086,1833, sattar
10961,565,771,926,1156,1344,1436,1506,1516,1749,1527, sattar
10962,570,781,947,1156,1344,1436,1456,1516,1749,1527, sattar
10963,537,792,981,1325,1454,1615,1686,1711,2026,1890, sattar
10964,599,850,1042,1415,1468,1589,1610,1665,2092,1985, sattar
10965,583,802,881,1186,1400,1547,1570,1612,1792,1556, sattar
10966,538,782,959,1163,1355,1503,1606,1627,1804,1530, sattar
10967,568,795,968,1163,1355,1503,1586,1627,1804,1530, sattar
10968,537,799,902,1358,1535,1658,1906,1683,2040,1932, sattar
10969,555,789,932,1156,1344,1436,1550,1516,1749,1527, sattar
10970,589,784,931,1163,1355,1503,1528,1627,1804,1530, sattar
10971,565,771,926,1156,1344,1436,1506,1516,1749,1527, sattar
10972,578,805,948,1207,1356,1475,1498,1515,1770,1559, sattar
10973,663,890,1066,1429,1532,1609,1564,1738,2115,2034, sattar
10974,565,781,937,1156,1344,1436,1436,1516,1749,1527, sattar
10975,564,785,963,1469,1670,1796,1676,1876,2086,1833, sattar
10976,515,749,905,1170,1397,1489,1456,1589,1786,1525, sattar
10977,612,771,947,1393,1477,1601,1628,1672,2123,2047, sattar
10978,599,850,1042,1415,1468,1589,1610,1665,2092,1985, sattar
10979,555,781,938,1163,1355,1503,1586,1627,1804,1530, sattar
10980,565,771,926,1156,1344,1436,1506,1516,1749,1527, sattar
10981,515,749,905,1170,1397,1489,1456,1589,1786,1525, sattar
10982,568,795,968,1163,1355,1503,1586,1627,1804,1530, sattar
10983,538,782,959,1163,1355,1503,1606,1627,1804,1530, sattar
10984,637,841,1028,1325,1454,1615,1520,1711,2026,1890, sattar
10985,810,1086,1338,1469,1670,1796,2370,1876,2086,1833, sattar
10986,691,1016,1248,1469,1670,1796,2000,1876,2086,1833, sattar
10987,537,792,981,1325,1454,1615,1686,1711,2026,1890, sattar
10988,634,882,1092,1328,1466,1539,1650,1612,1964,1811, sattar
10989,590,824,987,1415,1468,1589,1540,1665,2092,1985, sattar
10990,621,835,988,1207,1356,1475,1590,1515,1770,1559, sattar
10991,709,1046,1300,1576,1716,1867,1970,1985,2333,2209, sattar
10992,709,1046,1300,1576,1716,1867,1970,1985,2333,2209, sattar
10993,537,792,981,1325,1454,1615,1686,1711,2026,1890, sattar
10994,583,805,891,1186,1400,1547,1626,1612,1792,1556, sattar
10995,599,783,935,1393,1477,1601,1586,1672,2123,2047, sattar
10996,551,761,930,1170,1397,1489,1578,1589,1786,1525, sattar
10997,565,771,926,1156,1344,1436,1506,1516,1749,1527, sattar
10998,612,771,947,1393,1477,1601,1628,1672,2123,2047, sattar
10999,565,781,937,1156,1344,1436,1436,1516,1749,1527, sattar
11000,568,795,968,1163,1355,1503,1586,1627,1804,1530, sattar
11001,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11002,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11003,1090,1322,1542,1849,2383,2626,2912,2817,2953,2309, sehar
11004,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11005,847,1086,1062,1348,2578,3030,3154,3213,1943,1198, sehar
11006,899,1056,1108,1310,2540,3069,3160,3122,1815,1168, sehar
11007,1078,1252,1478,1719,2433,2731,2918,2902,2867,2217, sehar
11008,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11009,1032,1274,1522,1751,2442,2758,2922,2930,2848,2214, sehar
11010,1078,1252,1478,1719,2433,2731,2918,2902,2867,2217, sehar
11011,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11012,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11013,880,1044,1046,1263,2529,3043,3134,3163,1869,1270, sehar
11014,821,1078,1122,1348,2578,3030,3134,3213,1943,1198, sehar
11015,1120,1344,1590,1849,2383,2626,2908,2817,2953,2309, sehar
11016,899,1086,1088,1350,2365,2820,2940,2900,1922,1383, sehar
11017,1090,1322,1542,1849,2383,2626,2912,2817,2953,2309, sehar
11018,873,1048,1108,1261,2628,3173,3182,3300,1946,1216, sehar
11019,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11020,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11021,835,1010,978,1214,2555,3099,3172,3237,1804,1135, sehar
11022,1058,1250,1472,1719,2433,2731,2956,2902,2867,2217, sehar
11023,994,1204,1362,1675,2405,2793,2900,2945,2572,1909, sehar
11024,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11025,873,1048,1108,1261,2628,3173,3182,3300,1946,1216, sehar
11026,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11027,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11028,1096,1336,1538,1849,2383,2626,2808,2817,2953,2309, sehar
11029,1036,1314,1454,1675,2405,2793,2978,2945,2572,1909, sehar
11030,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11031,869,1086,1072,1263,2529,3043,3062,3163,1869,1270, sehar
11032,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11033,1010,1268,1422,1717,2375,2629,2846,2797,2679,2142, sehar
11034,1066,1312,1550,1806,2411,2700,2954,2870,3039,2422, sehar
11035,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11036,1064,1312,1532,1732,2412,2707,2924,2945,2728,2138, sehar
11037,1032,1274,1522,1751,2442,2758,2922,2930,2848,2214, sehar
11038,1066,1320,1526,1717,2375,2629,2924,2797,2679,2142, sehar
11039,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11040,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11041,1066,1320,1526,1717,2375,2629,2924,2797,2679,2142, sehar
11042,847,1086,1062,1348,2578,3030,3154,3213,1943,1198, sehar
11043,1092,1368,1614,1901,2429,2664,2944,2858,3101,2470, sehar
11044,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11045,899,1056,1108,1310,2540,3069,3160,3122,1815,1168, sehar
11046,1092,1368,1614,1901,2429,2664,2944,2858,3101,2470, sehar
11047,1058,1278,1482,1719,2433,2731,2910,2902,2867,2217, sehar
11048,1016,1206,1314,1675,2405,2793,2958,2945,2572,1909, sehar
11049,801,999,924,1214,2555,3099,3150,3237,1804,1135, sehar
11050,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11051,1056,1310,1510,1717,2375,2629,2768,2797,2679,2142, sehar
11052,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11053,1054,1276,1392,1717,2375,2629,2800,2797,2679,2142, sehar
11054,1120,1344,1590,1849,2383,2626,2908,2817,2953,2309, sehar
11055,1058,1278,1482,1719,2433,2731,2910,2902,2867,2217, sehar
11056,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11057,1064,1312,1532,1732,2412,2707,2924,2945,2728,2138, sehar
11058,1032,1274,1522,1751,2442,2758,2922,2930,2848,2214, sehar
11059,847,1086,1062,1348,2578,3030,3154,3213,1943,1198, sehar
11060,1064,1312,1532,1732,2412,2707,2924,2945,2728,2138, sehar
11061,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11062,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11063,997,1268,1426,1732,2412,2707,2896,2945,2728,2138, sehar
11064,873,1048,1108,1261,2628,3173,3182,3300,1946,1216, sehar
11065,1058,1250,1472,1719,2433,2731,2956,2902,2867,2217, sehar
11066,1032,1274,1522,1751,2442,2758,2922,2930,2848,2214, sehar
11067,1058,1250,1472,1719,2433,2731,2956,2902,2867,2217, sehar
11068,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11069,922,1086,1104,1310,2540,3069,3220,3122,1815,1168, sehar
11070,1036,1314,1454,1675,2405,2793,2978,2945,2572,1909, sehar
11071,847,1086,1062,1348,2578,3030,3154,3213,1943,1198, sehar
11072,1066,1320,1526,1717,2375,2629,2924,2797,2679,2142, sehar
11073,1066,1320,1526,1717,2375,2629,2924,2797,2679,2142, sehar
11074,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11075,1092,1368,1614,1901,2429,2664,2944,2858,3101,2470, sehar
11076,801,999,924,1214,2555,3099,3150,3237,1804,1135, sehar
11077,1030,1320,1516,1732,2412,2707,2950,2945,2728,2138, sehar
11078,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11079,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11080,1036,1314,1454,1675,2405,2793,2978,2945,2572,1909, sehar
11081,1056,1310,1510,1717,2375,2629,2768,2797,2679,2142, sehar
11082,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11083,1090,1330,1568,1806,2411,2700,2910,2870,3039,2422, sehar
11084,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11085,1092,1368,1614,1901,2429,2664,2944,2858,3101,2470, sehar
11086,1032,1274,1522,1751,2442,2758,2922,2930,2848,2214, sehar
11087,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11088,1019,1288,1506,1719,2433,2731,2946,2902,2867,2217, sehar
11089,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11090,1056,1310,1510,1717,2375,2629,2768,2797,2679,2142, sehar
11091,1058,1274,1510,1806,2411,2700,2918,2870,3039,2422, sehar
11092,789,977,875,1135,2653,3257,3206,3320,1537,877, sehar
11093,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11094,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11095,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11096,1090,1330,1568,1806,2411,2700,2910,2870,3039,2422, sehar
11097,1019,1288,1506,1719,2433,2731,2946,2902,2867,2217, sehar
11098,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11099,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11100,1090,1330,1568,1806,2411,2700,2910,2870,3039,2422, sehar
11101,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11102,1036,1314,1454,1675,2405,2793,2978,2945,2572,1909, sehar
11103,1120,1344,1590,1849,2383,2626,2908,2817,2953,2309, sehar
11104,922,1086,1104,1310,2540,3069,3220,3122,1815,1168, sehar
11105,821,1078,1122,1348,2578,3030,3134,3213,1943,1198, sehar
11106,922,1086,1104,1310,2540,3069,3220,3122,1815,1168, sehar
11107,1066,1312,1550,1806,2411,2700,2954,2870,3039,2422, sehar
11108,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11109,1096,1336,1538,1849,2383,2626,2808,2817,2953,2309, sehar
11110,789,977,875,1135,2653,3257,3206,3320,1537,877, sehar
11111,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11112,1064,1312,1532,1732,2412,2707,2924,2945,2728,2138, sehar
11113,1096,1336,1538,1849,2383,2626,2808,2817,2953,2309, sehar
11114,869,1086,1072,1263,2529,3043,3062,3163,1869,1270, sehar
11115,997,1268,1426,1732,2412,2707,2896,2945,2728,2138, sehar
11116,1054,1276,1392,1717,2375,2629,2800,2797,2679,2142, sehar
11117,1078,1252,1478,1719,2433,2731,2918,2902,2867,2217, sehar
11118,847,1086,1062,1348,2578,3030,3154,3213,1943,1198, sehar
11119,1030,1320,1516,1732,2412,2707,2950,2945,2728,2138, sehar
11120,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11121,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11122,801,999,924,1214,2555,3099,3150,3237,1804,1135, sehar
11123,1010,1268,1422,1717,2375,2629,2846,2797,2679,2142, sehar
11124,994,1204,1362,1675,2405,2793,2900,2945,2572,1909, sehar
11125,1016,1206,1314,1675,2405,2793,2958,2945,2572,1909, sehar
11126,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11127,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11128,997,1268,1426,1732,2412,2707,2896,2945,2728,2138, sehar
11129,1066,1320,1526,1717,2375,2629,2924,2797,2679,2142, sehar
11130,1058,1250,1472,1719,2433,2731,2956,2902,2867,2217, sehar
11131,880,1044,1046,1263,2529,3043,3134,3163,1869,1270, sehar
11132,1092,1368,1614,1901,2429,2664,2944,2858,3101,2470, sehar
11133,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11134,1030,1320,1516,1732,2412,2707,2950,2945,2728,2138, sehar
11135,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11136,1078,1252,1478,1719,2433,2731,2918,2902,2867,2217, sehar
11137,1056,1310,1510,1717,2375,2629,2768,2797,2679,2142, sehar
11138,1120,1344,1590,1849,2383,2626,2908,2817,2953,2309, sehar
11139,801,999,924,1214,2555,3099,3150,3237,1804,1135, sehar
11140,994,1204,1362,1675,2405,2793,2900,2945,2572,1909, sehar
11141,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11142,1016,1206,1314,1675,2405,2793,2958,2945,2572,1909, sehar
11143,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11144,1066,1312,1550,1806,2411,2700,2954,2870,3039,2422, sehar
11145,1010,1268,1422,1717,2375,2629,2846,2797,2679,2142, sehar
11146,1090,1330,1568,1806,2411,2700,2910,2870,3039,2422, sehar
11147,847,1086,1062,1348,2578,3030,3154,3213,1943,1198, sehar
11148,1030,1320,1516,1732,2412,2707,2950,2945,2728,2138, sehar
11149,994,1204,1362,1675,2405,2793,2900,2945,2572,1909, sehar
11150,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11151,1090,1330,1568,1806,2411,2700,2910,2870,3039,2422, sehar
11152,801,999,924,1214,2555,3099,3150,3237,1804,1135, sehar
11153,1066,1320,1526,1717,2375,2629,2924,2797,2679,2142, sehar
11154,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11155,994,1204,1362,1675,2405,2793,2900,2945,2572,1909, sehar
11156,1090,1322,1542,1849,2383,2626,2912,2817,2953,2309, sehar
11157,873,1048,1108,1261,2628,3173,3182,3300,1946,1216, sehar
11158,801,999,924,1214,2555,3099,3150,3237,1804,1135, sehar
11159,1058,1278,1482,1719,2433,2731,2910,2902,2867,2217, sehar
11160,869,1086,1072,1263,2529,3043,3062,3163,1869,1270, sehar
11161,869,1086,1072,1263,2529,3043,3062,3163,1869,1270, sehar
11162,1019,1288,1506,1719,2433,2731,2946,2902,2867,2217, sehar
11163,873,1048,1108,1261,2628,3173,3182,3300,1946,1216, sehar
11164,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11165,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11166,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11167,1066,1312,1550,1806,2411,2700,2954,2870,3039,2422, sehar
11168,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11169,1064,1312,1532,1732,2412,2707,2924,2945,2728,2138, sehar
11170,1036,1314,1454,1675,2405,2793,2978,2945,2572,1909, sehar
11171,1096,1336,1538,1849,2383,2626,2808,2817,2953,2309, sehar
11172,1066,1320,1526,1717,2375,2629,2924,2797,2679,2142, sehar
11173,1019,1288,1506,1719,2433,2731,2946,2902,2867,2217, sehar
11174,801,999,924,1214,2555,3099,3150,3237,1804,1135, sehar
11175,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11176,1120,1344,1590,1849,2383,2626,2908,2817,2953,2309, sehar
11177,1090,1322,1542,1849,2383,2626,2912,2817,2953,2309, sehar
11178,994,1204,1362,1675,2405,2793,2900,2945,2572,1909, sehar
11179,1030,1320,1516,1732,2412,2707,2950,2945,2728,2138, sehar
11180,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11181,880,1044,1046,1263,2529,3043,3134,3163,1869,1270, sehar
11182,997,1268,1426,1732,2412,2707,2896,2945,2728,2138, sehar
11183,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11184,821,1078,1122,1348,2578,3030,3134,3213,1943,1198, sehar
11185,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11186,821,1078,1122,1348,2578,3030,3134,3213,1943,1198, sehar
11187,997,1268,1426,1732,2412,2707,2896,2945,2728,2138, sehar
11188,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11189,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11190,821,1078,1122,1348,2578,3030,3134,3213,1943,1198, sehar
11191,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11192,1058,1274,1470,1751,2442,2758,3010,2930,2848,2214, sehar
11193,1054,1276,1392,1717,2375,2629,2800,2797,2679,2142, sehar
11194,922,1086,1104,1310,2540,3069,3220,3122,1815,1168, sehar
11195,1030,1320,1516,1732,2412,2707,2950,2945,2728,2138, sehar
11196,1036,1314,1454,1675,2405,2793,2978,2945,2572,1909, sehar
11197,821,1078,1122,1348,2578,3030,3134,3213,1943,1198, sehar
11198,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11199,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11200,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11201,1016,1206,1314,1675,2405,2793,2958,2945,2572,1909, sehar
11202,1016,1206,1314,1675,2405,2793,2958,2945,2572,1909, sehar
11203,1016,1206,1314,1675,2405,2793,2958,2945,2572,1909, sehar
11204,1058,1250,1472,1719,2433,2731,2956,2902,2867,2217, sehar
11205,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11206,1064,1312,1532,1732,2412,2707,2924,2945,2728,2138, sehar
11207,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11208,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11209,1116,1404,1634,1901,2429,2664,2996,2858,3101,2470, sehar
11210,1019,1288,1506,1719,2433,2731,2946,2902,2867,2217, sehar
11211,1090,1322,1542,1849,2383,2626,2912,2817,2953,2309, sehar
11212,1092,1368,1614,1901,2429,2664,2944,2858,3101,2470, sehar
11213,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11214,1056,1310,1510,1717,2375,2629,2768,2797,2679,2142, sehar
11215,1058,1278,1482,1719,2433,2731,2910,2902,2867,2217, sehar
11216,1066,1312,1550,1806,2411,2700,2954,2870,3039,2422, sehar
11217,1078,1252,1478,1719,2433,2731,2918,2902,2867,2217, sehar
11218,997,1268,1426,1732,2412,2707,2896,2945,2728,2138, sehar
11219,1064,1312,1532,1732,2412,2707,2924,2945,2728,2138, sehar
11220,1058,1278,1482,1719,2433,2731,2910,2902,2867,2217, sehar
11221,1090,1322,1542,1849,2383,2626,2912,2817,2953,2309, sehar
11222,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11223,835,1010,978,1214,2555,3099,3172,3237,1804,1135, sehar
11224,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11225,821,1078,1122,1348,2578,3030,3134,3213,1943,1198, sehar
11226,1090,1330,1568,1806,2411,2700,2910,2870,3039,2422, sehar
11227,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11228,1054,1276,1392,1717,2375,2629,2800,2797,2679,2142, sehar
11229,1030,1320,1516,1732,2412,2707,2950,2945,2728,2138, sehar
11230,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11231,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11232,1058,1278,1482,1719,2433,2731,2910,2902,2867,2217, sehar
11233,1078,1338,1570,1881,2451,2673,2990,2934,3141,2465, sehar
11234,835,1010,978,1214,2555,3099,3172,3237,1804,1135, sehar
11235,1058,1250,1472,1719,2433,2731,2956,2902,2867,2217, sehar
11236,997,1268,1426,1732,2412,2707,2896,2945,2728,2138, sehar
11237,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11238,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11239,943,1138,1148,1350,2365,2820,2834,2900,1922,1383, sehar
11240,1096,1336,1538,1849,2383,2626,2808,2817,2953,2309, sehar
11241,789,977,875,1135,2653,3257,3206,3320,1537,877, sehar
11242,789,977,875,1135,2653,3257,3206,3320,1537,877, sehar
11243,835,1010,978,1214,2555,3099,3172,3237,1804,1135, sehar
11244,1019,1288,1506,1719,2433,2731,2946,2902,2867,2217, sehar
11245,899,1086,1088,1350,2365,2820,2940,2900,1922,1383, sehar
11246,1066,1320,1570,1806,2411,2700,2932,2870,3039,2422, sehar
11247,1094,1330,1572,1849,2383,2626,2874,2817,2953,2309, sehar
11248,1016,1232,1404,1732,2412,2707,2890,2945,2728,2138, sehar
11249,1116,1338,1606,1881,2451,2673,2964,2934,3141,2465, sehar
11250,1030,1268,1448,1675,2405,2793,2912,2945,2572,1909, sehar
11251,725,908,963,1098,1487,1710,1859,1711,1653,1516, sehar
11252,677,857,891,909,1916,2377,2343,2594,1629,1260, sehar
11253,776,915,1024,1288,1589,1711,1642,1780,1975,1876, sehar
11254,677,857,891,909,1916,2377,2343,2594,1629,1260, sehar
11255,548,690,641,864,2249,3051,3024,3188,1371,870, sehar
11256,561,724,697,814,2183,2776,2862,2987,1377,887, sehar
11257,705,841,904,1122,1561,1763,1528,1816,1631,1414, sehar
11258,741,871,962,1109,1581,1764,2066,1831,1691,1453, sehar
11259,682,851,957,1109,1581,1764,1570,1831,1691,1453, sehar
11260,705,841,904,1122,1561,1763,1528,1816,1631,1414, sehar
11261,725,908,963,1098,1487,1710,1859,1711,1653,1516, sehar
11262,714,860,927,1122,1736,2004,1572,2124,1575,1323, sehar
11263,608,750,719,946,2110,2712,2724,2864,1475,1020, sehar
11264,542,701,695,864,2249,3051,3096,3188,1371,870, sehar
11265,846,1104,1324,1288,1589,1711,1918,1780,1975,1876, sehar
11266,621,815,836,909,1916,2377,2489,2594,1629,1260, sehar
11267,776,915,1024,1288,1589,1711,1642,1780,1975,1876, sehar
11268,530,704,695,897,2367,3201,3106,3255,1395,879, sehar
