sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class
2664,639,872,916,1081,1549,1712,1804,1803,1828,1585, sehar
2665,613,879,979,1108,1716,1943,2174,2083,1678,1459, sehar
2666,724,994,1009,1351,1738,1944,1968,1993,2092,1886, sehar
2667,581,793,816,1085,1523,1647,1804,1758,1760,1570, sehar
2668,613,879,979,1108,1716,1943,2174,2083,1678,1459, sehar
2669,658,874,921,1038,1745,1969,1845,2157,1689,1366, sehar
2670,642,921,863,1033,1907,2230,2228,2326,1582,1232, sehar
2671,794,1070,1182,1351,1738,1944,2062,1993,2092,1886, sehar
2672,724,933,977,1228,1823,2082,1920,2157,1956,1632, sehar
2673,676,869,871,1054,1719,1909,2092,2005,1637,1410, sehar
2674,391,583,476,740,2091,2749,2974,2913,1282,777, sehar
2675,590,786,842,1081,1549,1712,1810,1803,1828,1585, sehar
2676,881,1098,1256,1351,1738,1944,2103,1993,2092,1886, sehar
2677,683,918,949,1351,1738,1944,1892,1993,2092,1886, sehar
2678,577,778,758,1033,1907,2230,2458,2326,1582,1232, sehar
2679,593,811,832,1038,1745,1969,1820,2157,1689,1366, sehar
2680,724,994,1009,1351,1738,1944,1968,1993,2092,1886, sehar
2681,448,605,582,779,2019,2653,2798,2798,1334,864, sehar
2682,568,850,821,1038,1745,1969,2318,2157,1689,1366, sehar
2683,590,786,842,1081,1549,1712,1810,1803,1828,1585, sehar
2684,471,654,569,785,2003,2664,2790,2826,1412,907, sehar
2685,671,821,871,1085,1523,1647,1749,1758,1760,1570, sehar
2686,471,654,569,785,2003,2664,2790,2826,1412,907, sehar
2687,568,850,821,1038,1745,1969,2318,2157,1689,1366, sehar
2688,509,739,723,927,1764,2386,2354,2452,1527,1150, sehar
2689,590,786,842,1081,1549,1712,1810,1803,1828,1585, sehar
2690,471,654,569,785,2003,2664,2790,2826,1412,907, sehar
2691,796,996,1158,1281,1705,1880,2036,1926,1996,1833, sehar
2692,613,879,979,1108,1716,1943,2174,2083,1678,1459, sehar
2693,705,963,1034,1228,1823,2082,2232,2157,1956,1632, sehar
2694,437,619,658,878,2018,2645,2676,2797,1378,899, sehar
2695,593,811,832,1038,1745,1969,1820,2157,1689,1366, sehar
2696,642,921,863,1033,1907,2230,2228,2326,1582,1232, sehar
2697,471,654,569,785,2003,2664,2790,2826,1412,907, sehar
2698,724,994,1009,1351,1738,1944,1968,1993,2092,1886, sehar
2699,671,821,871,1085,1523,1647,1749,1758,1760,1570, sehar
2700,606,798,817,1033,1907,2230,1946,2326,1582,1232, sehar
2701,577,829,822,1033,1907,2230,2580,2326,1582,1232, sehar
2702,577,829,822,1033,1907,2230,2580,2326,1582,1232, sehar
2703,577,829,822,1033,1907,2230,2580,2326,1582,1232, sehar
2704,637,850,954,1054,1719,1909,2117,2005,1637,1410, sehar
2705,671,821,871,1085,1523,1647,1749,1758,1760,1570, sehar
2706,658,874,921,1038,1745,1969,1845,2157,1689,1366, sehar
2707,639,872,916,1081,1549,1712,1804,1803,1828,1585, sehar
2708,724,994,1009,1351,1738,1944,1968,1993,2092,1886, sehar
2709,796,996,1158,1281,1705,1880,2036,1926,1996,1833, sehar
2710,676,869,871,1054,1719,1909,2092,2005,1637,1410, sehar
2711,683,918,949,1351,1738,1944,1892,1993,2092,1886, sehar
2712,736,965,1004,1281,1705,1880,2002,1926,1996,1833, sehar
2713,671,821,871,1085,1523,1647,1749,1758,1760,1570, sehar
2714,735,1015,1114,1228,1823,2082,2080,2157,1956,1632, sehar
2715,550,801,782,1054,1719,1909,1803,2005,1637,1410, sehar
2716,581,793,816,1085,1523,1647,1804,1758,1760,1570, sehar
2717,564,782,817,1054,1719,1909,1830,2005,1637,1410, sehar
2718,568,850,821,1038,1745,1969,2318,2157,1689,1366, sehar
2719,658,874,921,1038,1745,1969,1845,2157,1689,1366, sehar
2720,550,801,782,1054,1719,1909,1803,2005,1637,1410, sehar
2721,683,918,949,1351,1738,1944,1892,1993,2092,1886, sehar
2722,724,994,1009,1351,1738,1944,1968,1993,2092,1886, sehar
2723,388,596,520,740,2091,2749,2947,2913,1282,777, sehar
2724,639,872,916,1081,1549,1712,1804,1803,1828,1585, sehar
2725,471,654,569,785,2003,2664,2790,2826,1412,907, sehar
2726,613,846,954,1085,1523,1647,1830,1758,1760,1570, sehar
2727,620,866,870,1038,1745,1969,2214,2157,1689,1366, sehar
2728,705,963,1034,1228,1823,2082,2232,2157,1956,1632, sehar
2729,593,811,832,1038,1745,1969,1820,2157,1689,1366, sehar
2730,724,994,1009,1351,1738,1944,1968,1993,2092,1886, sehar
2731,639,872,916,1081,1549,1712,1804,1803,1828,1585, sehar
2732,550,801,782,1054,1719,1909,1803,2005,1637,1410, sehar
2733,590,786,842,1081,1549,1712,1810,1803,1828,1585, sehar
2734,388,596,520,740,2091,2749,2947,2913,1282,777, sehar
2735,637,850,954,1054,1719,1909,2117,2005,1637,1410, sehar
2736,568,850,821,1038,1745,1969,2318,2157,1689,1366, sehar
2737,606,798,817,1033,1907,2230,1946,2326,1582,1232, sehar
2738,509,739,723,927,1764,2386,2354,2452,1527,1150, sehar
2739,509,739,723,927,1764,2386,2354,2452,1527,1150, sehar
2740,794,1070,1182,1351,1738,1944,2062,1993,2092,1886, sehar
2741,391,546,460,695,2033,2782,2909,2944,1201,705, sehar
2742,391,546,460,695,2033,2782,2909,2944,1201,705, sehar
2743,388,596,520,740,2091,2749,2947,2913,1282,777, sehar
2744,676,869,871,1054,1719,1909,2092,2005,1637,1410, sehar
2745,438,702,658,927,1764,2386,2618,2452,1527,1150, sehar
2746,671,821,871,1085,1523,1647,1749,1758,1760,1570, sehar
2747,724,994,1009,1351,1738,1944,1968,1993,2092,1886, sehar
2748,620,866,870,1038,1745,1969,2214,2157,1689,1366, sehar
2749,639,872,916,1081,1549,1712,1804,1803,1828,1585, sehar
2750,606,798,817,1033,1907,2230,1946,2326,1582,1232, sehar
2751,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2752,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2753,426,655,604,976,1566,1693,1750,1857,1599,1050, sehar
2754,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2755,413,726,572,976,1840,1993,2056,2003,1331,818, sehar
2756,475,716,622,1025,1888,1998,1988,2062,1349,852, sehar
2757,446,713,606,985,1809,1993,2142,2130,1456,869, sehar
2758,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2759,409,689,534,958,1804,1993,2170,2122,1432,837, sehar
2760,446,713,606,985,1809,1993,2142,2130,1456,869, sehar
2761,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2762,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2763,385,649,556,945,1743,1917,1958,1957,1380,884, sehar
2764,402,680,499,976,1840,1993,2042,2003,1331,818, sehar
2765,440,666,641,976,1566,1693,1815,1857,1599,1050, sehar
2766,430,646,563,935,1639,1800,1831,1841,1445,957, sehar
2767,426,655,604,976,1566,1693,1750,1857,1599,1050, sehar
2768,409,675,505,975,1816,1994,2116,2033,1344,798, sehar
2769,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2770,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2771,415,645,495,987,1797,1942,1904,1959,1346,839, sehar
2772,409,740,576,985,1809,1993,2216,2130,1456,869, sehar
2773,427,681,534,955,1751,1923,2107,2081,1403,847, sehar
2774,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2775,409,675,505,975,1816,1994,2116,2033,1344,798, sehar
2776,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2777,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2778,456,683,639,976,1566,1693,1750,1857,1599,1050, sehar
2779,424,742,578,955,1751,1923,2244,2081,1403,847, sehar
2780,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2781,422,633,546,945,1743,1917,1911,1957,1380,884, sehar
2782,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2783,437,639,687,963,1468,1601,1793,1754,1597,1070, sehar
2784,440,661,544,955,1694,1876,2090,2032,1511,908, sehar
2785,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2786,414,598,597,923,1615,1743,1764,1904,1491,955, sehar
2787,409,689,534,958,1804,1993,2170,2122,1432,837, sehar
2788,413,650,667,963,1468,1601,1688,1754,1597,1070, sehar
2789,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2790,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2791,413,650,667,963,1468,1601,1688,1754,1597,1070, sehar
2792,413,726,572,976,1840,1993,2056,2003,1331,818, sehar
2793,426,684,586,953,1529,1665,1904,1906,1622,1031, sehar
2794,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2795,475,716,622,1025,1888,1998,1988,2062,1349,852, sehar
2796,426,684,586,953,1529,1665,1904,1906,1622,1031, sehar
2797,423,688,571,985,1809,1993,2156,2130,1456,869, sehar
2798,398,708,566,955,1751,1923,2146,2081,1403,847, sehar
2799,406,642,510,987,1797,1942,1994,1959,1346,839, sehar
2800,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2801,440,686,664,963,1468,1601,1774,1754,1597,1070, sehar
2802,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2803,458,696,662,963,1468,1601,1761,1754,1597,1070, sehar
2804,440,666,641,976,1566,1693,1815,1857,1599,1050, sehar
2805,423,688,571,985,1809,1993,2156,2130,1456,869, sehar
2806,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2807,414,598,597,923,1615,1743,1764,1904,1491,955, sehar
2808,409,689,534,958,1804,1993,2170,2122,1432,837, sehar
2809,413,726,572,976,1840,1993,2056,2003,1331,818, sehar
2810,414,598,597,923,1615,1743,1764,1904,1491,955, sehar
2811,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2812,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2813,459,700,597,923,1615,1743,1974,1904,1491,955, sehar
2814,409,675,505,975,1816,1994,2116,2033,1344,798, sehar
2815,409,740,576,985,1809,1993,2216,2130,1456,869, sehar
2816,409,689,534,958,1804,1993,2170,2122,1432,837, sehar
2817,409,740,576,985,1809,1993,2216,2130,1456,869, sehar
2818,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2819,439,736,598,1025,1888,1998,2065,2062,1349,852, sehar
2820,424,742,578,955,1751,1923,2244,2081,1403,847, sehar
2821,413,726,572,976,1840,1993,2056,2003,1331,818, sehar
2822,413,650,667,963,1468,1601,1688,1754,1597,1070, sehar
2823,413,650,667,963,1468,1601,1688,1754,1597,1070, sehar
2824,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2825,426,684,586,953,1529,1665,1904,1906,1622,1031, sehar
2826,406,642,510,987,1797,1942,1994,1959,1346,839, sehar
2827,429,666,598,923,1615,1743,2070,1904,1491,955, sehar
2828,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2829,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2830,424,742,578,955,1751,1923,2244,2081,1403,847, sehar
2831,440,686,664,963,1468,1601,1774,1754,1597,1070, sehar
2832,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2833,418,658,577,955,1694,1876,2094,2032,1511,908, sehar
2834,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2835,426,684,586,953,1529,1665,1904,1906,1622,1031, sehar
2836,409,689,534,958,1804,1993,2170,2122,1432,837, sehar
2837,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2838,424,726,593,985,1809,1993,2174,2130,1456,869, sehar
2839,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2840,440,686,664,963,1468,1601,1774,1754,1597,1070, sehar
2841,414,694,561,955,1694,1876,2057,2032,1511,908, sehar
2842,475,709,618,1048,1924,2052,2022,2118,1368,866, sehar
2843,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2844,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2845,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2846,418,658,577,955,1694,1876,2094,2032,1511,908, sehar
2847,424,726,593,985,1809,1993,2174,2130,1456,869, sehar
2848,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2849,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2850,418,658,577,955,1694,1876,2094,2032,1511,908, sehar
2851,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2852,424,742,578,955,1751,1923,2244,2081,1403,847, sehar
2853,440,666,641,976,1566,1693,1815,1857,1599,1050, sehar
2854,439,736,598,1025,1888,1998,2065,2062,1349,852, sehar
2855,402,680,499,976,1840,1993,2042,2003,1331,818, sehar
2856,439,736,598,1025,1888,1998,2065,2062,1349,852, sehar
2857,440,661,544,955,1694,1876,2090,2032,1511,908, sehar
2858,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2859,456,683,639,976,1566,1693,1750,1857,1599,1050, sehar
2860,475,709,618,1048,1924,2052,2022,2118,1368,866, sehar
2861,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2862,414,598,597,923,1615,1743,1764,1904,1491,955, sehar
2863,456,683,639,976,1566,1693,1750,1857,1599,1050, sehar
2864,422,633,546,945,1743,1917,1911,1957,1380,884, sehar
2865,459,700,597,923,1615,1743,1974,1904,1491,955, sehar
2866,458,696,662,963,1468,1601,1761,1754,1597,1070, sehar
2867,446,713,606,985,1809,1993,2142,2130,1456,869, sehar
2868,413,726,572,976,1840,1993,2056,2003,1331,818, sehar
2869,429,666,598,923,1615,1743,2070,1904,1491,955, sehar
2870,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2871,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2872,406,642,510,987,1797,1942,1994,1959,1346,839, sehar
2873,437,639,687,963,1468,1601,1793,1754,1597,1070, sehar
2874,427,681,534,955,1751,1923,2107,2081,1403,847, sehar
2875,398,708,566,955,1751,1923,2146,2081,1403,847, sehar
2876,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2877,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2878,459,700,597,923,1615,1743,1974,1904,1491,955, sehar
2879,413,650,667,963,1468,1601,1688,1754,1597,1070, sehar
2880,409,740,576,985,1809,1993,2216,2130,1456,869, sehar
2881,385,649,556,945,1743,1917,1958,1957,1380,884, sehar
2882,426,684,586,953,1529,1665,1904,1906,1622,1031, sehar
2883,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2884,429,666,598,923,1615,1743,2070,1904,1491,955, sehar
2885,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2886,446,713,606,985,1809,1993,2142,2130,1456,869, sehar
2887,440,686,664,963,1468,1601,1774,1754,1597,1070, sehar
2888,440,666,641,976,1566,1693,1815,1857,1599,1050, sehar
2889,406,642,510,987,1797,1942,1994,1959,1346,839, sehar
2890,427,681,534,955,1751,1923,2107,2081,1403,847, sehar
2891,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2892,398,708,566,955,1751,1923,2146,2081,1403,847, sehar
2893,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2894,440,661,544,955,1694,1876,2090,2032,1511,908, sehar
2895,437,639,687,963,1468,1601,1793,1754,1597,1070, sehar
2896,418,658,577,955,1694,1876,2094,2032,1511,908, sehar
2897,413,726,572,976,1840,1993,2056,2003,1331,818, sehar
2898,429,666,598,923,1615,1743,2070,1904,1491,955, sehar
2899,427,681,534,955,1751,1923,2107,2081,1403,847, sehar
2900,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2901,418,658,577,955,1694,1876,2094,2032,1511,908, sehar
2902,406,642,510,987,1797,1942,1994,1959,1346,839, sehar
2903,413,650,667,963,1468,1601,1688,1754,1597,1070, sehar
2904,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2905,427,681,534,955,1751,1923,2107,2081,1403,847, sehar
2906,426,655,604,976,1566,1693,1750,1857,1599,1050, sehar
2907,409,675,505,975,1816,1994,2116,2033,1344,798, sehar
2908,406,642,510,987,1797,1942,1994,1959,1346,839, sehar
2909,423,688,571,985,1809,1993,2156,2130,1456,869, sehar
2910,422,633,546,945,1743,1917,1911,1957,1380,884, sehar
2911,422,633,546,945,1743,1917,1911,1957,1380,884, sehar
2912,424,726,593,985,1809,1993,2174,2130,1456,869, sehar
2913,409,675,505,975,1816,1994,2116,2033,1344,798, sehar
2914,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2915,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2916,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2917,440,661,544,955,1694,1876,2090,2032,1511,908, sehar
2918,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2919,414,598,597,923,1615,1743,1764,1904,1491,955, sehar
2920,424,742,578,955,1751,1923,2244,2081,1403,847, sehar
2921,456,683,639,976,1566,1693,1750,1857,1599,1050, sehar
2922,413,650,667,963,1468,1601,1688,1754,1597,1070, sehar
2923,424,726,593,985,1809,1993,2174,2130,1456,869, sehar
2924,406,642,510,987,1797,1942,1994,1959,1346,839, sehar
2925,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2926,440,666,641,976,1566,1693,1815,1857,1599,1050, sehar
2927,426,655,604,976,1566,1693,1750,1857,1599,1050, sehar
2928,427,681,534,955,1751,1923,2107,2081,1403,847, sehar
2929,429,666,598,923,1615,1743,2070,1904,1491,955, sehar
2930,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2931,385,649,556,945,1743,1917,1958,1957,1380,884, sehar
2932,459,700,597,923,1615,1743,1974,1904,1491,955, sehar
2933,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2934,402,680,499,976,1840,1993,2042,2003,1331,818, sehar
2935,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2936,402,680,499,976,1840,1993,2042,2003,1331,818, sehar
2937,459,700,597,923,1615,1743,1974,1904,1491,955, sehar
2938,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2939,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2940,402,680,499,976,1840,1993,2042,2003,1331,818, sehar
2941,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2942,406,719,537,958,1804,1993,2239,2122,1432,837, sehar
2943,458,696,662,963,1468,1601,1761,1754,1597,1070, sehar
2944,439,736,598,1025,1888,1998,2065,2062,1349,852, sehar
2945,429,666,598,923,1615,1743,2070,1904,1491,955, sehar
2946,424,742,578,955,1751,1923,2244,2081,1403,847, sehar
2947,402,680,499,976,1840,1993,2042,2003,1331,818, sehar
2948,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2949,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2950,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2951,398,708,566,955,1751,1923,2146,2081,1403,847, sehar
2952,398,708,566,955,1751,1923,2146,2081,1403,847, sehar
2953,398,708,566,955,1751,1923,2146,2081,1403,847, sehar
2954,409,740,576,985,1809,1993,2216,2130,1456,869, sehar
2955,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2956,414,598,597,923,1615,1743,1764,1904,1491,955, sehar
2957,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2958,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2959,433,704,630,953,1529,1665,1840,1906,1622,1031, sehar
2960,424,726,593,985,1809,1993,2174,2130,1456,869, sehar
2961,426,655,604,976,1566,1693,1750,1857,1599,1050, sehar
2962,426,684,586,953,1529,1665,1904,1906,1622,1031, sehar
2963,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2964,440,686,664,963,1468,1601,1774,1754,1597,1070, sehar
2965,423,688,571,985,1809,1993,2156,2130,1456,869, sehar
2966,440,661,544,955,1694,1876,2090,2032,1511,908, sehar
2967,446,713,606,985,1809,1993,2142,2130,1456,869, sehar
2968,459,700,597,923,1615,1743,1974,1904,1491,955, sehar
2969,414,598,597,923,1615,1743,1764,1904,1491,955, sehar
2970,423,688,571,985,1809,1993,2156,2130,1456,869, sehar
2971,426,655,604,976,1566,1693,1750,1857,1599,1050, sehar
2972,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2973,415,645,495,987,1797,1942,1904,1959,1346,839, sehar
2974,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2975,402,680,499,976,1840,1993,2042,2003,1331,818, sehar
2976,418,658,577,955,1694,1876,2094,2032,1511,908, sehar
2977,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2978,458,696,662,963,1468,1601,1761,1754,1597,1070, sehar
2979,429,666,598,923,1615,1743,2070,1904,1491,955, sehar
2980,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2981,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
2982,423,688,571,985,1809,1993,2156,2130,1456,869, sehar
2983,427,675,547,930,1645,1832,2090,2036,1537,927, sehar
2984,415,645,495,987,1797,1942,1904,1959,1346,839, sehar
2985,409,740,576,985,1809,1993,2216,2130,1456,869, sehar
2986,459,700,597,923,1615,1743,1974,1904,1491,955, sehar
2987,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
2988,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2989,449,672,589,935,1639,1800,1727,1841,1445,957, sehar
2990,456,683,639,976,1566,1693,1750,1857,1599,1050, sehar
2991,475,709,618,1048,1924,2052,2022,2118,1368,866, sehar
2992,475,709,618,1048,1924,2052,2022,2118,1368,866, sehar
2993,415,645,495,987,1797,1942,1904,1959,1346,839, sehar
2994,424,726,593,985,1809,1993,2174,2130,1456,869, sehar
2995,430,646,563,935,1639,1800,1831,1841,1445,957, sehar
2996,393,646,572,955,1694,1876,1903,2032,1511,908, sehar
2997,439,653,588,976,1566,1693,1953,1857,1599,1050, sehar
2998,462,662,640,923,1615,1743,1808,1904,1491,955, sehar
2999,405,687,584,930,1645,1832,2061,2036,1537,927, sehar
3000,426,703,571,955,1751,1923,2220,2081,1403,847, sehar
3001,1604,1656,1476,1869,2641,2896,3018,2915,1907,1287, FSD
3002,1642,1712,1458,1880,2588,2867,2974,2844,1924,1362, FSD
3003,1636,1714,1490,1859,2666,2911,3042,2916,1774,1104, FSD
3004,1628,1712,1524,1851,2618,2890,2902,2903,1899,1288, FSD
3005,1636,1720,1526,1815,2567,2797,2758,2785,1747,1120, FSD
3006,1642,1712,1458,1880,2588,2867,2974,2844,1924,1362, FSD
3007,1666,1726,1478,1867,2674,2982,3034,2996,1817,1149, FSD
3008,1686,1744,1562,1815,2567,2797,2830,2785,1747,1120, FSD
3009,1650,1738,1530,1815,2567,2797,3018,2785,1747,1120, FSD
3010,1604,1656,1476,1869,2641,2896,3018,2915,1907,1287, FSD
3011,1604,1656,1476,1869,2641,2896,3018,2915,1907,1287, FSD
3012,1624,1720,1478,1831,2670,2992,3008,3056,1834,1134, FSD
3013,1672,1672,1460,1869,2641,2896,3008,2915,1907,1287, FSD
3014,1624,1746,1500,1809,2565,2783,2950,2863,1768,1108, FSD
3015,1638,1748,1488,1859,2666,2911,3018,2916,1774,1104, FSD
3016,1642,1712,1458,1880,2588,2867,2974,2844,1924,1362, FSD
3017,1628,1712,1524,1851,2618,2890,2902,2903,1899,1288, FSD
3018,1642,1744,1544,1880,2588,2867,2880,2844,1924,1362, FSD
3019,1654,1708,1522,1876,2514,2766,2796,2722,1719,1080, FSD
3020,1642,1718,1498,1859,2666,2911,3024,2916,1774,1104, FSD
3021,1672,1672,1460,1869,2641,2896,3008,2915,1907,1287, FSD
3022,1650,1738,1530,1815,2567,2797,3018,2785,1747,1120, FSD
3023,1624,1720,1478,1831,2670,2992,3008,3056,1834,1134, FSD
3024,1662,1762,1548,1851,2618,2890,2908,2903,1899,1288, FSD
3025,1622,1770,1554,1854,2580,2710,2750,2677,1784,1181, FSD
3026,1644,1722,1512,1831,2670,2992,3008,3056,1834,1134, FSD
3027,1634,1738,1526,1876,2555,2769,2872,2749,1757,1115, FSD
3028,1634,1710,1474,1815,2678,2961,2894,2965,1773,1075, FSD
3029,1630,1670,1470,1880,2588,2867,3008,2844,1924,1362, FSD
3030,1654,1712,1488,1809,2565,2783,3010,2863,1768,1108, FSD
3031,1630,1670,1470,1880,2588,2867,3008,2844,1924,1362, FSD
3032,1636,1720,1526,1815,2567,2797,2758,2785,1747,1120, FSD
3033,1660,1718,1544,1869,2641,2896,2940,2915,1907,1287, FSD
3034,1626,1742,1494,1867,2674,2982,2990,2996,1817,1149, FSD
3035,1644,1722,1512,1831,2670,2992,3008,3056,1834,1134, FSD
3036,1626,1712,1490,1831,2670,2992,2998,3056,1834,1134, FSD
3037,1678,1738,1532,1854,2580,2710,2852,2677,1784,1181, FSD
3038,1616,1726,1484,1815,2678,2961,3030,2965,1773,1075, FSD
3039,1626,1720,1528,1867,2674,2982,3050,2996,1817,1149, FSD
3040,1686,1744,1562,1815,2567,2797,2830,2785,1747,1120, FSD
3041,1616,1726,1484,1815,2678,2961,3030,2965,1773,1075, FSD
3042,1636,1720,1526,1815,2567,2797,2758,2785,1747,1120, FSD
3043,1642,1718,1498,1859,2666,2911,3024,2916,1774,1104, FSD
3044,1654,1708,1522,1876,2514,2766,2796,2722,1719,1080, FSD
3045,1678,1748,1578,1851,2618,2890,2820,2903,1899,1288, FSD
3046,1628,1752,1532,1876,2514,2766,2852,2722,1719,1080, FSD
3047,1650,1738,1530,1815,2567,2797,3018,2785,1747,1120, FSD
3048,1654,1712,1488,1809,2565,2783,3010,2863,1768,1108, FSD
3049,1644,1720,1508,1851,2618,2890,2962,2903,1899,1288, FSD
3050,1642,1718,1498,1859,2666,2911,3024,2916,1774,1104, FSD
3051,1634,1710,1474,1815,2678,2961,2894,2965,1773,1075, FSD
3052,1626,1742,1494,1867,2674,2982,2990,2996,1817,1149, FSD
3053,1640,1714,1498,1815,2678,2961,2912,2965,1773,1075, FSD
3054,1678,1748,1578,1851,2618,2890,2820,2903,1899,1288, FSD
3055,1626,1742,1494,1867,2674,2982,2990,2996,1817,1149, FSD
3056,1654,1712,1488,1809,2565,2783,3010,2863,1768,1108, FSD
3057,1626,1712,1490,1831,2670,2992,2998,3056,1834,1134, FSD
3058,1650,1738,1530,1815,2567,2797,3018,2785,1747,1120, FSD
3059,1652,1696,1508,1809,2565,2783,2814,2863,1768,1108, FSD
3060,1686,1744,1562,1815,2567,2797,2830,2785,1747,1120, FSD
3061,1642,1726,1476,1859,2666,2911,2968,2916,1774,1104, FSD
3062,1624,1720,1478,1831,2670,2992,3008,3056,1834,1134, FSD
3063,1624,1720,1478,1831,2670,2992,3008,3056,1834,1134, FSD
3064,1676,1734,1540,1837,2404,2596,2536,2623,1802,1254, FSD
3065,1650,1738,1530,1815,2567,2797,3018,2785,1747,1120, FSD
3066,1660,1718,1544,1869,2641,2896,2940,2915,1907,1287, FSD
3067,1686,1744,1562,1815,2567,2797,2830,2785,1747,1120, FSD
3068,1670,1714,1512,1876,2555,2769,2886,2749,1757,1115, FSD
3069,1654,1712,1488,1809,2565,2783,3010,2863,1768,1108, FSD
3070,1670,1716,1486,1880,2588,2867,2954,2844,1924,1362, FSD
3071,1636,1720,1526,1815,2567,2797,2758,2785,1747,1120, FSD
3072,1628,1712,1524,1851,2618,2890,2902,2903,1899,1288, FSD
3073,1616,1726,1484,1815,2678,2961,3030,2965,1773,1075, FSD
3074,1642,1718,1498,1859,2666,2911,3024,2916,1774,1104, FSD
3075,1642,1718,1498,1859,2666,2911,3024,2916,1774,1104, FSD
3076,1624,1746,1500,1809,2565,2783,2950,2863,1768,1108, FSD
3077,1672,1672,1460,1869,2641,2896,3008,2915,1907,1287, FSD
3078,1642,1712,1458,1880,2588,2867,2974,2844,1924,1362, FSD
3079,1626,1712,1490,1831,2670,2992,2998,3056,1834,1134, FSD
